"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"DAGLA",128.71106911623,-0.675369878218,0.215538853935447,-3.13340201029496,0.00172792602759711,0.0106258604659538,"DAGLA"
"NA",52.055409947233,-0.6751061965797,0.285071538223487,-2.36819922741792,0.0178749075905154,0.0728457263591315,NA
"NDNF",85.1665387822784,-0.67498300915829,0.229874402564791,-2.93631218451146,0.00332139879309801,0.0184680915900959,"NDNF"
"MAF",1432.43361242402,-0.674386591082193,0.113184429112437,-5.95829829571576,2.54877974668017e-09,5.33378786012582e-08,"MAF"
"FOXQ1",140.542294837212,-0.674147026578072,0.223873711550658,-3.01128266426907,0.00260146558410054,0.015076618492867,"FOXQ1"
"STX1B",83.9185954994762,-0.671814089123154,0.212798991702443,-3.15703605429932,0.00159381638347925,0.00990254606811346,"STX1B"
"MAP2K6",88.2390872758878,-0.671034225791972,0.251978882716676,-2.66305739019599,0.00774342063445886,0.037556111168689,"MAP2K6"
"CLCA2",580.24940601092,-0.67017398647699,0.17046593683803,-3.93142465238531,8.44439627424816e-05,0.000759237185975067,"CLCA2"
"PREPL",1200.08214973285,-0.667545845171128,0.0960528615574479,-6.94977572086052,3.65867395329224e-12,1.0715139025831e-10,"PREPL"
"MSANTD3",547.646290675995,-0.665250123797015,0.117247453032652,-5.67389829450495,1.39584023002564e-08,2.62254945407737e-07,"MSANTD3"
"NA",57.3651262403777,-0.664740742370994,0.272969883001454,-2.43521642410439,0.0148828850603436,0.0628892643098665,NA
"SELENBP1",1363.98756964213,-0.664172776583432,0.130981764901832,-5.07072703655516,3.96298833536179e-07,5.85287900217613e-06,"SELENBP1"
"CDIN1",326.376390737352,-0.66381104002403,0.131599599247247,-5.04417219977147,4.55488963146285e-07,6.59196798230503e-06,"CDIN1"
"FABP3",87.8771251543184,-0.662713970019155,0.226443257761,-2.92662266287751,0.00342664348741803,0.0189564821480805,"FABP3"
"FANK1",78.984170067148,-0.662513389569244,0.225441355099845,-2.93873938646184,0.00329550052592337,0.0183606457872874,"FANK1"
"CENPF",126.640570145888,-0.661721597731832,0.205763400763705,-3.21593439492061,0.00130020551807143,0.00835488695599535,"CENPF"
"PTGIS",10158.3363295687,-0.661558958416432,0.0830001959001319,-7.97057104795798,1.579428312107e-15,6.82449384353569e-14,"PTGIS"
"DLG3",383.510701562336,-0.661490116864667,0.134264401594269,-4.92677216752963,8.35991368562942e-07,1.14546710865149e-05,"DLG3"
"NA",43.3750850831492,-0.661156340856325,0.296469413953821,-2.23009966538845,0.025740827042451,0.0971305176232215,NA
"TLR3",183.056176181143,-0.660887056569322,0.174154610479737,-3.79482951814368,0.00014774494048866,0.00124966451122111,"TLR3"
"NSUN6",60.5945183187755,-0.660724285742005,0.257116028888859,-2.56975144100257,0.0101771506507624,0.0466951618093804,"NSUN6"
"CAPS2",98.4418601984209,-0.660167360278031,0.21484688868934,-3.07273409591984,0.0021210739543258,0.0126944004048436,"CAPS2"
"NA",85.4827332686212,-0.660043277244116,0.249681386683114,-2.64354217994558,0.00820435426664709,0.0392423825793595,NA
"CCNE1",52.5274178925684,-0.659388315870824,0.279294428176789,-2.36090752033708,0.0182302761527665,0.0738972138853872,"CCNE1"
"ZFHX2",52.3906758987279,-0.65877745682988,0.264417415963819,-2.49142990233299,0.0127230070019229,0.0556415388739435,"ZFHX2"
"ZNF561",603.303912731555,-0.65863073843815,0.107298102253564,-6.13832607105849,8.33955513936038e-10,1.86893164802233e-08,"ZNF561"
"NA",112.984682440397,-0.658333519182521,0.20051545058504,-3.28320594378993,0.0010263365732001,0.00685416322309835,NA
"C1QTNF6",266.89041196461,-0.657868178802933,0.156982565803606,-4.19070853782556,2.7808469362384e-05,0.000281174523552993,"C1QTNF6"
"EPAS1",22076.2762784277,-0.657844643255276,0.105762362533924,-6.22002598556047,4.97072551702547e-10,1.13513982719601e-08,"EPAS1"
"MCM2",164.89059861176,-0.657245526994682,0.182503091608238,-3.60128434648947,0.00031664902065733,0.00245604048824958,"MCM2"
"ZHX2",835.560429144114,-0.656891376358308,0.119907612989116,-5.4783125106321,4.29401252458341e-08,7.53354602414254e-07,"ZHX2"
"IARS1",2973.22896197326,-0.656808723597017,0.141209792491319,-4.65129727909907,3.29853425926419e-06,4.09600208707252e-05,"IARS1"
"IKZF4",245.083358994858,-0.656797457020247,0.13589091982018,-4.83326963927661,1.34308674980902e-06,1.7780850152872e-05,"IKZF4"
"CLGN",159.722317927188,-0.656063291351158,0.202450762028815,-3.24060667777471,0.00119275633627422,0.00775851395920179,"CLGN"
"FOXM1",144.929526611415,-0.655957371605252,0.175191844421863,-3.74422321866595,0.000180952728573136,0.00149559920340861,"FOXM1"
"AKR1C3",1847.65113163855,-0.655906331998076,0.141432716854401,-4.63758560668323,3.52502626699641e-06,4.35026871772201e-05,"AKR1C3"
"GJC2",69.7263796102495,-0.654577611103911,0.261351448958884,-2.50458764897412,0.0122594225899555,0.0540735070320238,"GJC2"
"FGFR4",309.642665467069,-0.65455241772201,0.170431177216989,-3.84056736807404,0.000122750279482869,0.00106026583687552,"FGFR4"
"TSHZ1",627.244891480248,-0.653453943765818,0.127196101607133,-5.13737398795541,2.78604161288034e-07,4.23619390555932e-06,"TSHZ1"
"CCDC171",77.3089357981944,-0.653397154398545,0.238323464955348,-2.74164004170116,0.00611332947814781,0.0308236883211303,"CCDC171"
"TTYH2",54.6264053237239,-0.653388710599183,0.275112172847917,-2.37499018613174,0.0175494167855202,0.0717832898164593,"TTYH2"
"LY96",124.291149022536,-0.653256854932547,0.219654640487719,-2.97401800154124,0.00293927831006941,0.0167065982936374,"LY96"
"SLC25A29",339.210167517502,-0.652582046469509,0.144681944431697,-4.51045947048071,6.46873601489587e-06,7.57543043278715e-05,"SLC25A29"
"NA",539.754780383419,-0.652148507385374,0.137169791455431,-4.75431580427292,1.9911958366471e-06,2.56266904176482e-05,NA
"PCNA",890.571957292777,-0.651990504362536,0.101547584808305,-6.42054171542654,1.3579025225448e-10,3.28853328645325e-09,"PCNA"
"RBPJ",5909.9647598032,-0.65144422514963,0.0907226394952731,-7.18061366792103,6.93992026136803e-13,2.23691383308281e-11,"RBPJ"
"AHDC1",594.377194930845,-0.651428108248529,0.108879817234808,-5.98300148542383,2.19062769265785e-09,4.62186531221418e-08,"AHDC1"
"SYNJ2",1092.06616752081,-0.650490485169542,0.138434768906557,-4.69889530142982,2.61572497713263e-06,3.28662012817125e-05,"SYNJ2"
"AADAT",132.400064002422,-0.65041509445899,0.211233725159706,-3.07912523896094,0.00207609387097648,0.0124812230381333,"AADAT"
"RGS17",81.1176884386654,-0.65007200204182,0.22274223394633,-2.91849457790055,0.00351725992133128,0.0193744999274066,"RGS17"
"KLF10",684.910334697619,-0.649918096199222,0.175297626217701,-3.70751224772486,0.000209305296773531,0.00170106578135565,"KLF10"
"STK17A",1063.8682659484,-0.648565049951256,0.126087189694687,-5.14378226306511,2.69261593680625e-07,4.10800626158975e-06,"STK17A"
"ZNF154",223.385433906899,-0.64848175016724,0.144768621574672,-4.47943582741617,7.48405855490391e-06,8.65518402068412e-05,"ZNF154"
"MAGED1",4792.95170026134,-0.648478152316958,0.0837235562179087,-7.74546831992125,9.52301948425229e-15,3.80456241834275e-13,"MAGED1"
"ANKMY2",340.8573345383,-0.647712271041034,0.124322026979115,-5.20995584434801,1.88885579399566e-07,2.95428851529633e-06,"ANKMY2"
"APLP1",87.4046903192693,-0.647499237972595,0.216741715775402,-2.98742323625215,0.00281339938427134,0.0161131055644631,"APLP1"
"ADGRB2",508.661836030916,-0.647404873573881,0.121117346331815,-5.34526963462559,9.0282554985904e-08,1.48558089108312e-06,"ADGRB2"
"MFAP2",687.822370993639,-0.647112915425792,0.124406488996193,-5.20160098277185,1.97579067614714e-07,3.08223345478953e-06,"MFAP2"
"NA",53.601587063151,-0.646420177687545,0.261514818122997,-2.47183001837975,0.0134423415226533,0.0580407643314565,NA
"OR7E12P",81.4468211036908,-0.646184553352149,0.221354467243368,-2.91922978288801,0.00350897464538155,0.0193392808879122,"OR7E12P"
"FBXL19-AS1",103.601002768459,-0.646154547288803,0.20393188989206,-3.16848212229489,0.00153237173093148,0.00960023430039063,"FBXL19-AS1"
"BEND6",300.042639416163,-0.644885525661976,0.128589313522276,-5.01507868731455,5.30117658672281e-07,7.55395255076997e-06,"BEND6"
"ME1",676.066126027813,-0.644806163767005,0.136710963042007,-4.71656514897693,2.39859585268097e-06,3.03617200437521e-05,"ME1"
"ARMCX6",619.045074637489,-0.644559474931032,0.102042199690358,-6.31659722043348,2.6738526405153e-10,6.28948784292489e-09,"ARMCX6"
"TBXA2R",65.7531749722519,-0.644347962256619,0.242397026470728,-2.6582337730716,0.00785513847945919,0.0379549169007497,"TBXA2R"
"FNDC1",367.313335536471,-0.644314083220558,0.16318258425221,-3.9484243136187,7.86672791657896e-05,0.00071442894960141,"FNDC1"
"XRRA1",210.04728203307,-0.642903572069322,0.165956513247048,-3.87392793142307,0.00010709509526887,0.000940828584375667,"XRRA1"
"IFT88",221.768456424455,-0.642405191059912,0.146084332918541,-4.3974954618722,1.09507173705841e-05,0.000121871541434951,"IFT88"
"OBSCN",268.909744893535,-0.64226689715166,0.164312983810011,-3.90880186251312,9.27549973302608e-05,0.000826537854548289,"OBSCN"
"PTN",5665.24759127743,-0.642044909693965,0.0932511152293453,-6.88511776095005,5.77397506046882e-12,1.64093821197993e-10,"PTN"
"RIDA",431.681398030776,-0.641982907858702,0.118618528679497,-5.41216380784253,6.22676864866754e-08,1.05943264883562e-06,"RIDA"
"ZFP36L1",3949.6421077083,-0.641916423902268,0.109886042534715,-5.84165567432709,5.16845486584751e-09,1.03472466414267e-07,"ZFP36L1"
"NA",66.4887456885088,-0.641369400423253,0.254844398016552,-2.5167098253484,0.0118456343315331,0.052634929564874,NA
"LRRC49",247.054830817447,-0.640885486373756,0.136253955948541,-4.70361012208555,2.55601129958381e-06,3.21950555264431e-05,"LRRC49"
"MLLT11",140.446779661987,-0.640878189061693,0.215592183816487,-2.97264111210641,0.00295249456017736,0.0167764260439217,"MLLT11"
"NA",119.82279031659,-0.639776034319724,0.183412032220321,-3.48819009622664,0.000486302199299406,0.003564765267281,NA
"ZNF10",148.881590104003,-0.639266050308768,0.186134572437309,-3.4344294127523,0.000593802702678976,0.0042643033466998,"ZNF10"
"SYT14",101.823498014917,-0.638792045885303,0.214134376968503,-2.98313636011496,0.00285310849069956,0.0163197805668015,"SYT14"
"RASGRF2",394.931369405664,-0.638319873435127,0.122897499932909,-5.19392073706619,2.05910835861751e-07,3.19560847593199e-06,"RASGRF2"
"CACNB4",48.9965724446467,-0.637712893298829,0.276613006848976,-2.30543350279622,0.0211423069636025,0.0830481985764531,"CACNB4"
"MNS1",72.5729373702278,-0.636763355088828,0.230987074385743,-2.75670557230162,0.00583868985546587,0.0297431478133401,"MNS1"
"ZBTB22",390.995947011023,-0.636750230903634,0.119209705397765,-5.34142944803863,9.22165057329267e-08,1.51325774161737e-06,"ZBTB22"
"HAUS5",161.251027743688,-0.635932559040518,0.169211616237361,-3.75820864537141,0.000171134155476639,0.00142096553611893,"HAUS5"
"GREM1-AS1",108.232372718224,-0.633871605322215,0.260090317573531,-2.43712111714044,0.0148047197152087,0.0626765601101104,"GREM1-AS1"
"RGS10",408.260975443912,-0.633844117338072,0.116745729803163,-5.4292702474579,5.65849454467405e-08,9.68231288755337e-07,"RGS10"
"EFS",222.955639601661,-0.633748776393857,0.151098085953059,-4.19428725649602,2.73730918211317e-05,0.000277239105358713,"EFS"
"ZNF184",157.224386872504,-0.633647601759037,0.170037128133028,-3.7265249579098,0.000194137856903099,0.00159071209899047,"ZNF184"
"ROBO3",186.271598483369,-0.633281856999131,0.151662973583929,-4.17558644693643,2.97219354427709e-05,0.000298013262553059,"ROBO3"
"NA",365.581408404113,-0.633105646736756,0.133527637356431,-4.74138282733769,2.12264407767108e-06,2.7182516696146e-05,NA
"CRYBG3",492.478409135283,-0.631965895692759,0.11760849953762,-5.37347128972264,7.7235107807491e-08,1.28853904858831e-06,"CRYBG3"
"VPS37D",74.6550882765885,-0.631883089884689,0.228798317186416,-2.76174710397828,0.00574929922450512,0.0293541721244356,"VPS37D"
"OAS2",76.2953125938014,-0.631746294978781,0.254424092898452,-2.48304430520631,0.0130264884624592,0.05668275426751,"OAS2"
"SNAI1",65.6088481641359,-0.630668625221988,0.259296049005554,-2.43223384097333,0.0150060157720936,0.0632994072410149,"SNAI1"
"SCML2",49.2493827355269,-0.630558248726602,0.278991416392805,-2.26013494206865,0.0238128770877974,0.0913672102572261,"SCML2"
"FILIP1",165.251813001179,-0.629631348188043,0.232844563608007,-2.70408438329712,0.00684928931470941,0.0338760622762652,"FILIP1"
"HSD17B14",254.923605682138,-0.627340574254568,0.154959434696716,-4.04841806168426,5.15649801286904e-05,0.000488741615969881,"HSD17B14"
"TMEM117",173.273714717934,-0.626575578076174,0.161930378402632,-3.86941341246189,0.000109097517472012,0.000956089041736728,"TMEM117"
"DEPDC7",91.6397453792493,-0.626237118539019,0.218364323080414,-2.86785455474063,0.00413265467105137,0.0222474370669267,"DEPDC7"
"DOP1A",456.12908118837,-0.625296343345403,0.132044433506294,-4.73549945833648,2.1851628876166e-06,2.78903667912453e-05,"DOP1A"
"ABHD10",330.844033459377,-0.624503180466797,0.130990556243575,-4.76754354188361,1.86485700444379e-06,2.41040125581551e-05,"ABHD10"
"SERPINE2",9376.3477886551,-0.62449244565773,0.104396857276863,-5.98190847835164,2.20538185285836e-09,4.64755207307624e-08,"SERPINE2"
"FTL",185793.043108095,-0.6243122550891,0.087626044245707,-7.12473398135494,1.04281897455291e-12,3.28487976984166e-11,"FTL"
"SCARB1",298.682286418445,-0.624298418066502,0.159986850340288,-3.90218581551318,9.53279314267073e-05,0.000846208344409818,"SCARB1"
"CKMT2-AS1",82.3554906535387,-0.62423134052167,0.258843617268722,-2.41161573581942,0.015882010303824,0.0661831662547579,"CKMT2-AS1"
"NA",65.9069801635166,-0.624206309575915,0.246013543195874,-2.53728433592344,0.0111716177236591,0.050351108112396,NA
"NA",74.7162370128814,-0.623486546242227,0.234255457649769,-2.66156678908369,0.00777779087633659,0.037673917082963,NA
"TMEM130",226.065857342532,-0.622732681173917,0.189057636426815,-3.29387742777045,0.000988155786562186,0.00663607564751303,"TMEM130"
"STMN3",412.943531077676,-0.622675746439179,0.121114578200938,-5.14121219500196,2.72971548562351e-07,4.15756666271889e-06,"STMN3"
"PPM1D",375.986034098382,-0.622562100112483,0.14630457806398,-4.25524688530412,2.08818472742704e-05,0.000218749490806863,"PPM1D"
"VAT1",12535.8419444865,-0.621401364458769,0.0984722590659392,-6.31042052201387,2.7827829276165e-10,6.53718158928214e-09,"VAT1"
"ARHGEF37",194.0086557869,-0.620623322083941,0.210049827353566,-2.95464809423184,0.00313025877453139,0.0175914401547816,"ARHGEF37"
"NR1D2",1115.77280092105,-0.620428862608425,0.171687185001033,-3.61371678733443,0.000301838757733873,0.00235842616515565,"NR1D2"
"ADA",106.070846309954,-0.620183681697332,0.221917199041384,-2.794662533487,0.00519539172708126,0.0270238360677108,"ADA"
"MOK",115.373362443825,-0.619227463065361,0.229105259567661,-2.70280771482021,0.00687565090446343,0.0339691466949882,"MOK"
"DENND2D",170.282155129048,-0.619147439708454,0.163149164483258,-3.79497769215967,0.000147656731874963,0.00124963785576471,"DENND2D"
"MTHFD1L",1421.39576172046,-0.618647711248696,0.15140749051524,-4.08597823755902,4.38914924366709e-05,0.000423813992885282,"MTHFD1L"
"CCDC85C",112.055947589353,-0.618589132632341,0.219191041587496,-2.8221460519198,0.00477034469596864,0.0251604219644684,"CCDC85C"
"NINJ1",479.893017104522,-0.618271204543679,0.119648888037755,-5.16737944399938,2.37398994342801e-07,3.64038730218603e-06,"NINJ1"
"NA",108.636506473545,-0.61597571467123,0.209826720604832,-2.93564000283501,0.00332860368074338,0.0184936111993939,NA
"STARD10",82.7041985078609,-0.615910715742433,0.223820806095268,-2.7518027769066,0.00592682029853673,0.0300730634015868,"STARD10"
"AK9",135.485842548104,-0.615366137205756,0.188057562569413,-3.27222223237431,0.00106705665888771,0.00706539918793449,"AK9"
"EFNB1",547.275361946242,-0.614962017114241,0.138689681183025,-4.4340863131893,9.24635796714489e-06,0.00010471456810309,"EFNB1"
"PCDHB13",68.4982647723554,-0.614588936205583,0.247769154571238,-2.48049010486847,0.0131201905337076,0.0569500344582854,"PCDHB13"
"TRIM16",152.216107047776,-0.614331238164625,0.186515425018607,-3.29372885970872,0.000988678188632967,0.00663711013516721,"TRIM16"
"PRCD",51.9221422991379,-0.614235763532537,0.275839605111125,-2.22678597326546,0.0259615812841183,0.0977792164668151,"PRCD"
"ZNF766",234.281816365525,-0.613836368279903,0.157086742330093,-3.90762682563002,9.32071183486901e-05,0.000830156133666188,"ZNF766"
"SCARA3",2112.50799987108,-0.613659760614716,0.116098688275011,-5.28567350529489,1.25243099867457e-07,2.01664894853605e-06,"SCARA3"
"NA",1926.12865362033,-0.613458301041865,0.102265059545375,-5.99870868671105,1.9889279683644e-09,4.24100640638932e-08,NA
"AFAP1",1845.33635282473,-0.61333627246911,0.113218312002537,-5.41728861365964,6.05096230878913e-08,1.03146867435915e-06,"AFAP1"
"NA",825.933150866933,-0.613135870794785,0.110419270370343,-5.55279770223391,2.81133360621836e-08,5.07219403475513e-07,NA
"TMEM131L",435.376397339465,-0.612840950891499,0.119331909166048,-5.13559998473454,2.81245304749847e-07,4.26914734707897e-06,"TMEM131L"
"LRCH1",516.220766107803,-0.612041677868097,0.115906993836697,-5.28045510981343,1.2886339472974e-07,2.06939451536582e-06,"LRCH1"
"CEBPG",380.923996326692,-0.610578252341487,0.136784501167379,-4.46379704667229,8.05198377859679e-06,9.2173217104674e-05,"CEBPG"
"ZNF528-AS1",119.749973866422,-0.610392791572534,0.215477103759034,-2.83275012019434,0.00461494459555347,0.0244852979159842,"ZNF528-AS1"
"MICAL3",360.861608946138,-0.610337817307482,0.186873438956337,-3.26604904750582,0.00109059357960906,0.00718962276593418,"MICAL3"
"NDUFA6-DT",241.971786326826,-0.609911790765512,0.148326219032914,-4.11196209774734,3.92310715562629e-05,0.00038312490368604,"NDUFA6-DT"
"ISYNA1",118.271008588825,-0.609701076990026,0.20292811426224,-3.0045175317705,0.00266002428117106,0.0153665654049824,"ISYNA1"
"PCOLCE",5778.43827981162,-0.609644054189933,0.0790779265816753,-7.70940868764767,1.2640202360945e-14,4.94037236745133e-13,"PCOLCE"
"BMP2K",583.870207469095,-0.60899864649192,0.174522971469299,-3.48950422609009,0.000483917406559448,0.00355451440333801,"BMP2K"
"EMP3",2282.8695838963,-0.608967131074227,0.10071944556684,-6.04617239150807,1.48327385464947e-09,3.20835874106532e-08,"EMP3"
"KIF3A",367.56785456566,-0.608396552570986,0.123531158200631,-4.9250453200064,8.43408045652511e-07,1.15387442418883e-05,"KIF3A"
"PGAP1",368.353368514386,-0.608060152132094,0.13015043933942,-4.67197925122891,2.98311100510993e-06,3.72227798407692e-05,"PGAP1"
"PREX1",195.387674886291,-0.60789908872364,0.169395731791606,-3.58863285570554,0.0003324165832741,0.00256399058109278,"PREX1"
"RAPGEF3",85.1051332613599,-0.607673038243849,0.245513787801238,-2.47510758432763,0.0133196045883611,0.057635118989695,"RAPGEF3"
"TRIM5",560.036705411754,-0.607227914758028,0.12226055530859,-4.9666706749807,6.8112109204104e-07,9.47678751845209e-06,"TRIM5"
"DPYSL3",4736.75473564831,-0.606540830596096,0.100683506987383,-6.02423225754445,1.69914223515837e-09,3.66209865945974e-08,"DPYSL3"
"NA",114.938191263945,-0.606336445510201,0.195185617914099,-3.10646067056564,0.00189341493378837,0.0115216312992228,NA
"GATA6",110.2736253684,-0.605815032223841,0.236042675008426,-2.56654874887439,0.0102716185993734,0.0470447442611872,"GATA6"
"NA",86.474814604485,-0.605273559377839,0.24250885257875,-2.49588232735252,0.0125644273943688,0.0550879347150188,NA
"PDCD4",2233.9071881701,-0.604534704641358,0.0917397933259991,-6.5896671741251,4.40813631204625e-11,1.12660709319786e-09,"PDCD4"
"CNTNAP1",1571.49402615978,-0.603474936754126,0.0987074262752889,-6.11377440914194,9.73018297679642e-10,2.14851025583233e-08,"CNTNAP1"
"NA",112.692229865138,-0.602318667984285,0.205497624013466,-2.93102497352872,0.00337845620588051,0.0187186420410686,NA
"MMP11",151.476397841709,-0.602307442527667,0.173649544343263,-3.46852302322804,0.000523327683192075,0.00380642776526673,"MMP11"
"PCNX2",539.381076352646,-0.600420285910129,0.108522009538831,-5.53270519465721,3.15329213573796e-08,5.6477154773088e-07,"PCNX2"
"IFT70B",107.497443720001,-0.600000702954041,0.201271609794401,-2.98104985381168,0.0028726202387991,0.0164053475317535,"IFT70B"
"CDK20",156.073613740367,-0.599853312856986,0.204694840169726,-2.93047598248988,0.00338443154993896,0.0187459845271442,"CDK20"
"BCL3",358.270109803808,-0.599315641296207,0.168731710419195,-3.55188505946674,0.00038248190005885,0.00290048774211295,"BCL3"
"NA",149.047033391094,-0.599184494243093,0.170727044671815,-3.50960502710566,0.000448772783650423,0.00332514044607829,NA
"MEF2C",114.821109160903,-0.598447136938794,0.210591894592298,-2.84173870080507,0.00448682493342399,0.0239182282989448,"MEF2C"
"TMEM158",487.622623221298,-0.59801563273309,0.175296266628971,-3.41145675394696,0.000646167504421366,0.00459638614080702,"TMEM158"
"TGIF2",219.3641807421,-0.597754837440127,0.168690955346725,-3.54349073553773,0.000394867183998025,0.00297189512166935,"TGIF2"
"ZNF589",184.389234379615,-0.5969949278508,0.157822856752129,-3.78268991029872,0.000155142641843035,0.00130624304706906,"ZNF589"
"PCDHB7",61.7783777384038,-0.595399384884956,0.254975051395861,-2.33512801203664,0.0195367343681569,0.0782077049201181,"PCDHB7"
"IQGAP2",82.6307075716117,-0.595297450438946,0.255419626166241,-2.3306644809334,0.0197710585023284,0.0788828459023366,"IQGAP2"
"ST3GAL1",1568.49022726857,-0.595138113640766,0.097024278908427,-6.13390916517366,8.57454892832186e-10,1.91682658300873e-08,"ST3GAL1"
"ASPM",118.786494618993,-0.594695398970012,0.195411664393728,-3.04329529567785,0.00234002585341978,0.0137966576658762,"ASPM"
"DNMT3A",260.022570540286,-0.594254992564239,0.139511478891729,-4.2595419193099,2.04846280648652e-05,0.000214838200507998,"DNMT3A"
"NOVA1",307.419212023495,-0.594054446942302,0.1464091914695,-4.05749421180332,4.96020461960175e-05,0.000472123438119305,"NOVA1"
"B4GALT1",3113.37951436047,-0.593839450377992,0.0991765301194161,-5.98770142152548,2.12827296843914e-09,4.50613658582097e-08,"B4GALT1"
"KCNMA1",750.942221494385,-0.593802129264792,0.153853373423031,-3.85953272296532,0.000113604044777439,0.000990493048845964,"KCNMA1"
"TOX",190.149948692835,-0.593442833038028,0.19541139543034,-3.0368895924986,0.00239032990886363,0.0140610396010137,"TOX"
"PRKACB",1011.1632525979,-0.591887564350063,0.0971645001970854,-6.09160303556851,1.11785600282691e-09,2.45030772006512e-08,"PRKACB"
"C4B",1166.57565949189,-0.591804910262224,0.119127895575807,-4.96781133756894,6.77127910895469e-07,9.42850904058313e-06,"C4B"
"ZFPM2",474.404067656962,-0.591447446333037,0.113735689555755,-5.20019220565854,1.99082545027323e-07,3.10300112136878e-06,"ZFPM2"
"FILIP1L",2124.78279966108,-0.589513621333162,0.128067320598497,-4.60315417374384,4.16139934625013e-06,5.06280171645745e-05,"FILIP1L"
"ZMYM3",1009.89230774178,-0.588635044411418,0.104847044900977,-5.61422637106612,1.97443596911213e-08,3.66001926866897e-07,"ZMYM3"
"ZNF665",60.0353506458956,-0.58837689819991,0.265579332465674,-2.21544686002989,0.0267294079617363,0.0999640958913425,"ZNF665"
"SPATS2",627.923638756167,-0.5882699944282,0.112799973081091,-5.21516076963331,1.83657876097824e-07,2.87751966220052e-06,"SPATS2"
"ERV3-1",188.59679401903,-0.586894264639628,0.159464984786417,-3.68039582749591,0.000232872181635486,0.00187149463367894,"ERV3-1"
"NINL",442.937415823218,-0.58607859659545,0.131014794840636,-4.47337720376043,7.69937813241777e-06,8.87571306397335e-05,"NINL"
"NA",114.124531837513,-0.585898384601888,0.211736792447879,-2.76710711364022,0.00565561694657701,0.0289579159259519,NA
"XPOT",3452.18041024706,-0.585319161254688,0.105338624433615,-5.55654836392475,2.75161504302584e-08,4.97277831948241e-07,"XPOT"
"ZNF248",257.94484324207,-0.584913150745753,0.163271441222744,-3.58245842852445,0.000340375796051486,0.00261642111487017,"ZNF248"
"MDM2",2120.79747883821,-0.584403495778835,0.0878467578805101,-6.65253345574513,2.88090303990301e-11,7.52456050726401e-10,"MDM2"
"CDC25B",2550.8899566247,-0.584320868231601,0.170219802957754,-3.43274318309851,0.000597507775207759,0.00428578626341298,"CDC25B"
"LRP4",66.1793765115662,-0.583516502841271,0.250073045465198,-2.33338423881625,0.0196279877399825,0.0785032370918989,"LRP4"
"NA",74.1636704001109,-0.582915743902997,0.248641304044237,-2.34440430621007,0.0190575002407614,0.0765443690009003,NA
"SLC1A7",309.227053258477,-0.582705260401338,0.147511997970969,-3.95022281859416,7.8078472076037e-05,0.000709797129094871,"SLC1A7"
"NEK6",2463.69553451231,-0.582353811944396,0.122977412381876,-4.735453451696,2.1856586696214e-06,2.78903667912453e-05,"NEK6"
"NREP",577.78114524031,-0.582167281494271,0.153417552423378,-3.7946589050495,0.000147846568633475,0.00124966451122111,"NREP"
"CFAP44",209.669041407824,-0.582043516039382,0.147710872628257,-3.94042432816851,8.1337605959878e-05,0.000735713345474439,"CFAP44"
"BAIAP2-DT",476.15536327059,-0.581917278046052,0.110125444027927,-5.28413104875637,1.26302817127263e-07,2.03189657053484e-06,"BAIAP2-DT"
"ABHD11",88.3452724664464,-0.58186185454455,0.231452804711704,-2.5139546494989,0.0119385784790737,0.052982587939889,"ABHD11"
"INTS7",314.244499257913,-0.581595285975234,0.136911526791474,-4.2479643577494,2.15721703770236e-05,0.000224993566209011,"INTS7"
"ZNF117",423.338778277586,-0.580975703462226,0.133729696387373,-4.3444030694523,1.39654889916685e-05,0.00015149318522088,"ZNF117"
"C4orf33",85.5109619692678,-0.580787752528769,0.224468942000386,-2.58738579757626,0.00967072469042807,0.0448628005849982,"C4orf33"
"ZBTB2",570.165969281763,-0.579834748786394,0.130015254882175,-4.4597439685971,8.20576188972259e-06,9.37548622251247e-05,"ZBTB2"
"BZW2",340.554228307896,-0.57958802975421,0.15043023189876,-3.85286934972136,0.000116741688839372,0.00101468970067912,"BZW2"
"CBFA2T2",496.748031606387,-0.579488901727542,0.114661743608313,-5.0538992648419,4.32879985646793e-07,6.3001870608917e-06,"CBFA2T2"
"ZNF250",150.939259718075,-0.579476224121431,0.179906402644353,-3.22098722226671,0.0012774984362415,0.00822951977983531,"ZNF250"
"RHNO1",330.416830205002,-0.578961629119123,0.125114651524297,-4.62744868059428,3.70197925042187e-06,4.54065773547319e-05,"RHNO1"
"B9D1",173.58997055804,-0.578906018855614,0.204957815054466,-2.824513028214,0.00473525231560864,0.0249984694470075,"B9D1"
"ZNF3",410.530143968617,-0.578874961626254,0.119925991032197,-4.82693498418404,1.38650360512571e-06,1.83152653644832e-05,"ZNF3"
"AARS1",2922.17062720885,-0.578824465057591,0.12875717856369,-4.49547335157919,6.94153517903116e-06,8.09978959998006e-05,"AARS1"
"CXXC5",672.315492682094,-0.578545113063171,0.116358013402475,-4.97211232940202,6.6227311432099e-07,9.23594193021331e-06,"CXXC5"
"NA",293.43527619516,-0.578321552050275,0.145520934152615,-3.97414678113434,7.06319967290013e-05,0.000647657667716613,NA
"PLAAT4",426.007144441424,-0.577934693677966,0.173667523400033,-3.32782251029587,0.000875276118573157,0.00596472205160785,"PLAAT4"
